Date and Time Downloaded : 03/15/2020 12:18:17 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000004711","4711","CAA-A HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SAGING STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","B. F. INTERNATIONAL VILLAGE","137601011"," ","+63 028202811"," "," "," "," "," ","MANAPSAL","JOSEPH"," ","Rural Health Physician","","",""
"DOH000000000004735","4735","MOONWALK HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SAINT FRANCIS STREET, SAN AGUSTIN VILLAGE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","MOONWALK","137604011"," ","+63 028224815"," ","+63 028268195","sonia_timbangmadjus@yahoo.com"," "," ","SANTOS","REGINALD"," ","Rural Health Physician","","",""
"DOH000000000004750","4750","VITALEZ HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","JAIME STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","VITALEZ","137604016"," ","+63 028545016"," "," "," "," "," ","GRANADO","DANTE"," ","Rural Health Physician","","",""
"DOH000000000004762","4762","KABAYANAN HEALTH CENTER","KABAYANAN PUERICULTURE FAMILY PLANNING CENTER","","","Rural Health Unit","Government","Local Government Unit","","154 F. BLUMENTRITT STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF SAN JUAN","137405000","KABAYANAN","137405008","1500","","","","","","","NAMOCATCAT","AGNES","MARIANO","Rural Health Physician","","",""
"DOH000000000004796","4796","OVERSEAS CONTRACT WORKERS GENERAL HOSPITAL","","","","Infirmary","Private","","","39 TANDANG SORA AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","CULIAT","137404025","","+63 029313529","","+63 029313060","","","","CLESTER","BEA","","Medical Director","With License","",""
"DOH000000000004799","4799","SAN LAZARO HOSPITAL","","","","Hospital","Government","Department Of Health","","QUIRICADA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SANTA CRUZ","133905000","BARANGAY 331","133905033","","+63 027323777","+63 027116966","+63 027116979","NNLAZARO@DOH.GOV.PH","","","GO","WINSTON","S.","Chief of Hospital","With License","Level 3","500"
"DOH000000000004803","4803","STA. RITA DE BACLARAN HOSPITAL","","","","Hospital","Private","","","97 G. CRUZ STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","BACLARAN","137604001","","+63 028317005","","","","","","LUSTESTICA","RIORITA","C.","Medical Director","With License","Level 1","25"
"DOH000000000004806","4806","ARSENIO H. LACSON HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PLAZA HUGO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SANTA ANA","133914000","BARANGAY 884","133914077"," ","+63 025634257"," "," "," "," "," ","RECIDORO","MARIA JULIETA"," ","Rural Health Physician","","",""
"DOH000000000004807","4807","E. RODRIGUEZ HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","VIOLET ST. 11TH AVE. GRACE PARK"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  93","137501093"," "," "," "," "," "," "," ","PADILLA","ORLANDO"," ","Rural Health Physician","","",""
"DOH000000000004889","4889","PINEDA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BANAAG STREET, PUROK 3"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","PINEDA","137403016"," ","+63 026319364"," "," "," "," "," ","RADIAMODA","SHALIMAH"," ","Rural Health Physician","","",""
"DOH000000000004927","4927","EXCELLENT COMMUNITY CARE CENTER"," "," "," ","Hospital","Private"," "," ","141 ROOSEVELT AVE."," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","PARAISO","137404078"," ","+63 023746200"," ","+63 024138411"," "," "," ","GAYOTIN","RAOULITO","A.","Chief of Hospital","Without License","",""
"DOH000000000004954","4954","KALAWAAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CAPTAIN SIXTO CUEVAS RESETTLEMENT"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","KALAWAAN","137403007"," ","+63 026425648"," "," "," "," "," ","LU","WILFREDO"," ","Rural Health Physician","","",""
"DOH000000000004976","4976","AMPARO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 179","137501179"," "," "," "," "," "," "," ","GOLLAYAN","ALELI-RAVENNA"," ","Rural Health Physician","","",""
"DOH000000000004977","4977","CAA-C HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MALUNGGAY ST."," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","B. F. INTERNATIONAL VILLAGE","137601011"," ","+63 025480299"," "," "," "," "," ","LUSTERIO","MA. DIVINAGRACIA"," ","Rural Health Physician","","",""
"DOH000000000005021","5021","PIO DEL PILAR PUERICULTURE CENTER","PIO PUERICULTURE CENTER","","","Rural Health Unit","Government","Local Government Unit","","SANTUICO STREET, PIO DEL PILAR","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","PIO DEL PILAR","137602018","","+63 027500330","","","","","","ALAGOS","KAROLLE","","Rural Health Physician","","",""
"DOH000000000005026","5026","A. ZARATE GENERAL HOSPITAL","","","","Hospital","Private","","","ATLAS COMPOUND NAGA ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","PULANG LUPA DOS","137601016","","+63 028746903","+63 028724827","+63 028724827","azarategeneralhospital@gmail.com","","","ZARATE","ALBERT","L.","Chief of Hospital","With License","Level 1","17"
"DOH000000000005032","5032","UP-PHILIPPINE GENERAL HOSPITAL","","","","Hospital","Government","University Hospital","","TAFT AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","ERMITA","133908000","","","1000","+63 025548400","+63 025237123","+63 025242211","pgh.publicaffairs@gmail.com","","www.pgh.gov.ph","GONZALES","JOSE","C.","Hospital Director","With License","Level 3","1334"
"DOH000000000005050","5050","NORTH CALOOCAN DOCTORS HOSPITAL","","","","Hospital","Private","","","LOT 31 BLOCK 10 BANKERS VILLAGE 2 QUIRINO HI-WAY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 184","137501184","","+63 029615213","","","","","","DELOS SANTOS","LLOYD","T.","Chief of Hospital","With License","Level 1","29"
"DOH000000000005074","5074","BATASAN HILLS SUPER HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","2ND FLOOR, IBP ROAD CORNER COMMONWEALTH AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BATASAN HILLS","137404139"," "," "," "," "," "," "," ","DELA CRUZ","NICOLLE LOURDES","B.","Rural Health Physician","","",""
"DOH000000000005075","5075","GALAS HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","46 BAYANI STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","SAN ISIDRO","137404098"," "," "," "," ","chocolatestipqc@yahoo.com"," "," ","LAZATIN","MA. CELESTIAL","O.","Rural Health Physician","","",""
"DOH000000000005081","5081","MARTINEZ MEMORIAL HOSPITAL","","","","Hospital","Private","","","198 A. MABINI STREET MAYPAJO","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  32","137501032","","+63 022888661","","","","","","DEL RIO JR.","SANTOS","D.","Chief of Hospital","With License","Level 1","70"
"DOH000000000005084","5084","SAN JUAN DE DIOS EDUCATIONAL FOUNDATION INC.","","","","Hospital","Private","","","2772 ROXAS BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","BARANGAY  76","137605076","1300","+63 028319731","+63 028315641","+63 028316921","","","","MONZON","MA. LINDA","R.","Medical Director","With License","Level 3","230"
"DOH000000000005087","5087","BAGONG BARRIO ZONE I HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MALOLOS AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 143","137501143"," "," "," "," "," "," "," ","VILLARTA","ERIC"," ","Rural Health Physician","","",""
"DOH000000000005088","5088","BAGONG BARANGAY HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","WEST ZAMORA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","PANDACAN","133912000","BARANGAY 842","133912010"," ","+63 025630194"," "," "," "," "," ","BENEDICTO","MARIA CHARINA"," ","Rural Health Physician","","",""
"DOH000000000005090","5090","PUTATAN HEALTH CENTER (BAGONG LIPUNAN)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","HEALTH CENTER COMPLEX, NATIONAL ROAD CORNER BLISS"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","PUTATAN","137603006"," "," "," "," "," "," "," ","MUNSAYAC ; FERRER","DR. LEILANIE ; DR. ROWENA","CAUTON ; PATRICIO","Rural Health Physician","","",""
"DOH000000000005104","5104","THE MEDICAL CITY","","","","Hospital","Private","","","ORTIGAS AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","UGONG","137403029","","+63 029881000","+63 029887000","+63 026356789","mail@medicalcity.com.ph","","","BENZON","ALFREDO","R.","Chief of Hospital","With License","Level 3","522"
"DOH000000000005107","5107","WORLD CITI MEDICAL CENTER","","","","Hospital","Private","","","960 AURORA BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAGUMBUHAY","137404007","","+63 029909262","+63 029138380","+63 029138383","","","","JARA","MARGARITA","SANTELLA","Medical Director","With License","Level 3","276"
"DOH000000000005109","5109","BALANGKAS HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SAMPAGUITA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","BALANGKAS","137504003"," ","+63 024449226"," "," "," "," "," ","DEATO","MIRIAM"," "," ","","",""
"DOH000000000005126","5126","STA. TERESITA GENERAL HOSPITAL","","","","Hospital","Private","","","100 D. TUAZON STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","SANTA TERESITA","137404107","","+63 027319803","","","","","","PEREZ","ANDREA CHRISTINE","R.","Medical Director","With License","Level 2","65"
"DOH000000000005128","5128","ISIDRO MENDOZA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","2158 JESUS STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","PANDACAN","133912000","BARANGAY 848","133912016"," ","+63 025633273"," "," "," "," "," ","AGUILAR","MARIPAZ"," ","Rural Health Physician","","",""
"DOH000000000005149","5149","CUPANG HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK 5"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","CUPANG","137603004"," ","+63 028503367"," "," "," "," "," ","NAVIDAD","DR. CHERRY","HERMANO","Rural Health Physician","","",""
"DOH000000000005164","5164","GOLDEN ACRES HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MARCOS ALVAREZ AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","TALON UNO","137601008"," ","+63 028011868"," "," "," "," "," ","VALLE","PHOEBE"," ","Rural Health Physician","","",""
"DOH000000000005172","5172","CALAANAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","113 NADURATA STREET CORNER 7TH AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  57","137501057"," "," "," "," "," "," "," ","GO","LALAINE","F.","Rural Health Physician","","",""
"DOH000000000005173","5173","TONDO FORESHORE HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PACHECO STREET CORNER SANTA FE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000"," "," "," ","+63 022545760"," "," ","tfhc.stc@gmail.com"," "," ","CUSTODIO","MARIE PAZ"," ","Rural Health Physician","","",""
"DOH000000000005181","5181","A.A. ZAPA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","21 J.P. RIZAL STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  34","137501034"," "," "," "," "," "," "," ","PASCUAL","WINSTON"," ","Rural Health Physician","","",""
"DOH000000000005183","5183","PACO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1427 PRES. QUIRINO AVENUE EXENSION"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","PACO","133911000","BARANGAY 682","133911016"," ","+63 025632321"," "," "," "," "," ","MANZO","ARLENE"," ","Rural Health Physician","","",""
"DOH000000000005193","5193","NAGPAYONG SUPER HEALTH CENTER","NAGPAYONG HEALTH CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," ","ELIAS STREET CENTENNIAL II NAGPAYONG"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","PINAGBUHATAN","137403015"," "," "," "," ","nagpayonghealthcenter@yahoo.com"," "," ","LUCAS","LEAH FAIRCHILD","D."," ","","",""
"DOH000000000005205","5205","MARIKINA ST. VINCENT GENERAL HOSPITAL, INC.","ST. VINCENT HOSPITAL","","","Hospital","Private","","","35 BAYAN-BAYANAN AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","CONCEPCION UNO","137402003","","+63 029417320","","","","","","MERCADO","JENNIFER","DEODUCO","Medical Director","With License","Level 2","90"
"DOH000000000005206","5206","ISAAC LOPEZ HEALTH CENTER","HAGDANG BATO ITAAS HEALTH CENTER","","","Rural Health Unit","Government","Local Government Unit","","MARIANO GONZAGA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","HAGDANG BATO ITAAS","137401010","1550","","","","","","","REYES","BENJAMIN FREDDIE II","F.","Medical Officer","","",""
"DOH000000000005236","5236","BO. OBRERO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","3216 NARRA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000","BARANGAY 199","133901199"," ","+63 023655236"," "," "," "," "," ","DIREROS","NAPOLEON FERNANDO","L.","Rural Health Physician","","",""
"DOH000000000005247","5247","TATALON HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","33 VICTORY AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","TATALON","137404121"," ","+63 027326283"," "," "," "," "," ","AVENIDO","AMELITA","G.","Rural Health Physician","","",""
"DOH000000000005248","5248","MASAMBONG HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","8 MALAC STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","MASAMBONG","137404064"," "," "," "," "," "," "," ","FERNANDEZ","JOSE MARIA","F.","Rural Health Physician","","",""
"DOH000000000005258","5258","TALIPAPA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BAYABAS STREET, ROAD 8, GSIS TALIPAPA"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 164","137501164"," "," "," "," "," "," "," ","MANAOIS","IAN RENAN"," ","Rural Health Physician","","",""
"DOH000000000005279","5279","ROSARIO REYES HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","627 SAN ANDRES"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","MALATE","133910000"," "," "," ","+63 025597798"," "," "," "," "," ","BADA","MOHAMMAD ZAIN"," ","Rural Health Physician","","",""
"DOH000000000005281","5281","THE FAMILY CLINIC, INC."," "," "," ","Hospital","Private"," "," ","1474 MARIA CLARA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000"," "," "," ","+63 027312901","+63 027312909","+63 027312536"," "," "," ","FAJARDO","SHELLA MARIE","B.","Medical Director","With License","",""
"DOH000000000005290","5290","VALENZUELA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1695 BALER STREET CORNER PILILIA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","VALENZUELA","137602031"," ","+63 028995631"," "," ","melmd16@yahoo.com"," "," ","IMBUIDO","ROMMEL","C.","Rural Health Physician","","",""
"DOH000000000005301","5301","KAPASIGAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1 DR. PILAPIL STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","KAPASIGAN","137403008"," ","+63 025656642"," "," "," "," "," ","VICTORINO","ALFREDO"," ","Rural Health Physician","","",""
"DOH000000000005304","5304","MANILA NAVAL HOSPITAL","","","","Hospital","Government","Department of National Defense","","NAVAL STATION, JOSE FRANCISCO","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","FORT BONIFACIO","137607020","","","","","","","","ECLIPSE JR.","EULALIO","C.","Chief of Hospital","With License","Level 1","85"
"DOH000000000005316","5316","ANN FRANCIS MOTHER AND CHILD HOSPITAL","","","","Infirmary","Private","","","606 QUIRINO HIGHWAY, NOVALICHES","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAGBAG","137404006","","+63 029382898","+63 029363256","+63 029363256","","","","FELIX","ROMMEL","R.","Medical Director","With License","",""
"DOH000000000005317","5317","ZANIGA HEALTH CENTER","SANIGA HEALTH CENTER","","","Rural Health Unit","Government","Local Government Unit","","LERMA STREET CORNER J. VICENCIO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","OLD ZAÑIGA","137401020","1550","","","","","","","JUMAWAN","RICHARD","MAHIYA","Medical Officer","","",""
"DOH000000000005322","5322","TAMBO HEALTH CENTER (ADELINA RODRIGUEZ)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","QUIRINO AVENUE CORNER J. GABRIEL STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","TAMBO","137604006"," ","+63 028530713"," "," "," "," "," ","COS","HIMMLER"," ","Rural Health Physician","","",""
"DOH000000000005323","5323","COLOONG HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","COLOONG","137504009"," ","+63 024433914"," "," "," "," "," ","CO","MICHAEL JOSEPH"," "," ","","",""
"DOH000000000005326","5326","BERNABE HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BERNABE COMPOUND"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","PULANG LUPA UNO","137601007"," ","+63 024786318"," "," "," "," "," ","SOLATORIO","MARIANNE"," ","Rural Health Physician","","",""
"DOH000000000005330","5330","MALANDAY HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MULTI PURPOSE BUILDING, BULELAK STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","MALANDAY","137402005"," "," "," "," "," "," "," ","NEPOMUCENO","GLORIA"," ","Rural Health Physician","","",""
"DOH000000000005338","5338","BACOOD HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","DALISAY CORNER LAKAS STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SANTA ANA","133914000","BARANGAY 803","133914059"," ","+63 027146869"," "," "," "," "," ","ARELLANO","REBECCA"," ","Rural Health Physician","","",""
"DOH000000000005339","5339","BAGBAG HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","18 PAROKYA NG PAGKABUHAY ROAD"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAGBAG","137404006"," "," "," "," "," "," "," ","SANTIAGO","YANIS","A.","Rural Health Physician","","",""
"DOH000000000005342","5342","PEDRO GIL HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1423 A. FRANCISCO CORNER PERLITA STREET, SAN ANDRES, BUKID"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SANTA ANA","133914000","BARANGAY 803","133914059"," ","+63 025637866"," "," "," "," "," ","MENDOZA","MA. CONSOLACION"," ","Rural Health Physician","","",""
"DOH000000000005357","5357","LUPANG PANGAKO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PHASE 1, LUPANG PANGAKO"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","PAYATAS","137404138"," "," "," "," "," "," "," ","GABAGAT","MELCHOR","J.","Rural Health Physician","","",""
"DOH000000000005360","5360","MAPULANG LUPA LYING-IN CLINIC","","","","Birthing Home","Government","Local Government Unit","","3102 SANTO ROSARIO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MAPULANG LUPA","137504018","1448","+63 025779358","","","","","","ALONZO","CELIA","F.","Other","","",""
"DOH000000000005367","5367","PLEASANT HILLS HEALTH CENTER AND LYING IN CLINIC","E. RODRIGUEZ HEALTH CENTER","","","Rural Health Unit","Government","Local Government Unit","","9 DE PEBRERO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","PLEASANT HILLS","137401023","1550","","","","","","","HERNANDEZ","LOURLIE","BEBE","Medical Officer","","",""
"DOH000000000005406","5406","OLD BALARA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","182 TANDANG SORA AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","MATANDANG BALARA","137404066"," ","+63 029310314"," "," "," "," "," ","SEE","KAREN GEMMA","A.","Rural Health Physician","","",""
"DOH000000000005407","5407","POBLACION HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","A. MABINI STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","POBLACION","137602020","","+63 028995014","","","","","","ROMANOS","ELI EARL","","Rural Health Physician","","",""
"DOH000000000005442","5442","SILVERIO HEALTH CENTER"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 4, SILVERIO COMPOUND"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","SAN ISIDRO","137604013"," "," "," "," "," "," "," ","ORANTIA","YOLANDA"," ","Rural Health Physician","","",""
"DOH000000000005456","5456","SAN PABLO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SAINT PETER STREET MARICABAN"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","BARANGAY 179","137605179","1300","+63 028540684"," "," "," "," "," ","SISON","CHRISTINA","V.","Rural Health Physician","","",""
